block_number,transaction_hash,transaction_index,log_index,pool_id_or_address,quote_symbol,direction,quotron_amount_wei,quotron_amount
35000863,0xff7acb6fe96e00cf00c3f004de3a4d3b73cf4fc6070f95a2d6683892362bf9bb,11,53,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,36383147164029987,0.036383147164029987
35001004,0x2c2faee8630ab3e0d0420f36035f36414762ef9d5f944d056179c29fcb8160c1,7,22,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,94515180787015311,0.094515180787015311
35001004,0x2c2faee8630ab3e0d0420f36035f36414762ef9d5f944d056179c29fcb8160c1,7,26,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,sell-quotron,821496797240260620,0.82149679724026062
35002380,0x4f8121c6da23ad9c497f7e6eba60737219c6f90a34eb74ebfcb40d0e254abb5a,5,21,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,1131803037504936208,1.131803037504936208
35002381,0x4c53dabc0587c7baa8452efa00ad3a3351977f87e29edd8bd886c35ab6829d42,10,38,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,63681798312568802,0.063681798312568802
35002381,0x4c53dabc0587c7baa8452efa00ad3a3351977f87e29edd8bd886c35ab6829d42,10,41,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,63681798312568802,0.063681798312568802
35002383,0xb18578b5418bcadb68b684c9eaa4de4a34f358a330948f90c033ee8170037cac,6,16,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,21257019157396956,0.021257019157396956
35002383,0xb18578b5418bcadb68b684c9eaa4de4a34f358a330948f90c033ee8170037cac,6,17,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,21257019157396956,0.021257019157396956
35002580,0x942ffc1f708f52b4f471581c547a32d2cfc062f0db719bc052593f90e69ee4fe,13,19,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,23213669872992665,0.023213669872992665
35003325,0x2c7931dc0c1e98a76a1d148f3bed89951d05a8522bc36b921800bf4a5eefdfe9,2,64,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,buy-quotron,2802925534383597598,2.802925534383597598
35003325,0x2c7931dc0c1e98a76a1d148f3bed89951d05a8522bc36b921800bf4a5eefdfe9,2,99,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,5024289026866325883,5.024289026866325883
35003326,0x968803b721c4400eb00500d31f00f0f82f8200e8372ce137ba03a0c341396027,6,21,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,143092162721424977,0.143092162721424977
35003326,0x968803b721c4400eb00500d31f00f0f82f8200e8372ce137ba03a0c341396027,6,24,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,143092162721424977,0.143092162721424977
35003326,0x96029c976993a5f3d21c4c2933d00ec961c71f97c36a924893ff5a4638079a63,14,64,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,47307555985139764,0.047307555985139764
35003326,0x96029c976993a5f3d21c4c2933d00ec961c71f97c36a924893ff5a4638079a63,14,70,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,47307555985139764,0.047307555985139764
35003327,0xcac773ce0dcf3212afd63221e59f8b99d0355804de78e69e594f4677f22321b4,20,50,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,110760340019203373,0.110760340019203373
35003327,0xcac773ce0dcf3212afd63221e59f8b99d0355804de78e69e594f4677f22321b4,20,53,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,110760340019203373,0.110760340019203373
35003331,0xbcb95e964e4de56be2274a4bd6d959f22a5fa2c2a710624d5e4597f4d6d01ad1,20,12,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,6889317940144536,0.006889317940144536
35003331,0xbcb95e964e4de56be2274a4bd6d959f22a5fa2c2a710624d5e4597f4d6d01ad1,20,15,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,buy-quotron,6889317940144536,0.006889317940144536
35003481,0x6e2089c6610e6eeff5ea1aa19881d8b27f02a3532adf2df6e060ca6ed6ab8570,19,18,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,2720939280267629987,2.720939280267629987
35003591,0xb3ce1f592301c45f2feca7f70d046f61f533dd2a8d0cc532f89804c3ba734cd8,27,33,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,960949406770811230,0.96094940677081123
35003750,0xeee1bb2c636ff9dcbac560bfc47d53ce407379529dd0afb992a094e81ccbbf0d,3,14,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,61573827698570084,0.061573827698570084
35003839,0x544eb535d75f2c04e657ac6c637d577978d8de12bfb59cb651d5a3e89e870cf0,11,18,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,141095355144791683,0.141095355144791683
35003841,0xdb24c480d1c4d163229b03e56a0cdf8f5901e54452ccea12edd3dc35427a3a6f,6,4,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,29095009179310822,0.029095009179310822
35003841,0xdb24c480d1c4d163229b03e56a0cdf8f5901e54452ccea12edd3dc35427a3a6f,6,5,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,29095009179310822,0.029095009179310822
35004127,0x66270613777ef40d7d24d76c81a8a710caa821fc8e649e0964358b4b1ffdf6d4,15,33,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,476141020017141468,0.476141020017141468
35004523,0x5eb93d9fbfd6ec1015f24c04d48ab54c40aba882b1c4c387711e6337aa52fc70,18,45,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,144189229296836535,0.144189229296836535
35004523,0x5eb93d9fbfd6ec1015f24c04d48ab54c40aba882b1c4c387711e6337aa52fc70,18,48,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,68104891799177651,0.068104891799177651
35004523,0x5eb93d9fbfd6ec1015f24c04d48ab54c40aba882b1c4c387711e6337aa52fc70,18,52,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,501551463350794742,0.501551463350794742
35004523,0x5eb93d9fbfd6ec1015f24c04d48ab54c40aba882b1c4c387711e6337aa52fc70,18,55,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,sell-quotron,1976354928218423045,1.976354928218423045
35004524,0xc4e7d8d4199080489ed020da19bd55b3a48177ccdab7cf7876d212c5d508355d,15,63,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,32211485686849668,0.032211485686849668
35006752,0x0a670e20104e921df546a38e5329624a18126b85fff7405fdcb0e59e14f2030e,8,5,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,40257194507070153,0.040257194507070153
35012601,0x2d2df123d8cc2f1e89d02906ceb6a45e3103841506f81d6ed2e122d7f2a69901,12,39,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,24386196206241447,0.024386196206241447
35012756,0x6fc44fc75c29b769e78321a20df97451b63d58bc3b0e45765599c622d35f700f,12,51,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,25813791766775569,0.025813791766775569
35014211,0x7365b2f1b649295e9fcd6ffdb4962b5c72d8314b97c264107f138d528e439d34,6,281,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,57201185513270376,0.057201185513270376
35014211,0x7365b2f1b649295e9fcd6ffdb4962b5c72d8314b97c264107f138d528e439d34,6,284,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,179909775402436900,0.1799097754024369
35014211,0x7365b2f1b649295e9fcd6ffdb4962b5c72d8314b97c264107f138d528e439d34,6,287,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,28485889813014695,0.028485889813014695
35014211,0x7365b2f1b649295e9fcd6ffdb4962b5c72d8314b97c264107f138d528e439d34,6,291,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,sell-quotron,415772731309420415,0.415772731309420415
35014211,0x7365b2f1b649295e9fcd6ffdb4962b5c72d8314b97c264107f138d528e439d34,6,294,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,468880257650339180,0.46888025765033918
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,186,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,11064071034445152776,11.064071034445152776
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,211,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,buy-quotron,1746960202962149885,1.746960202962149885
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,218,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,582009333836436245,0.582009333836436245
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,223,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,buy-quotron,8156475429158762293,8.156475429158762293
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,242,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,582665027911433674,0.582665027911433674
35015008,0x7fb6d19f5162c3e7e38e7201c96bb0c713465e8581e1bb5cc685ecfd7478bccd,1,245,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,buy-quotron,1165504872812939787,1.165504872812939787
35015009,0xe88cccd8547aaae3747ccbf85386dbfcf0d9c23cb1b24f508bf23560521a6d12,8,16,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,159629088353592564,0.159629088353592564
35015009,0xe88cccd8547aaae3747ccbf85386dbfcf0d9c23cb1b24f508bf23560521a6d12,8,19,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,buy-quotron,159629088353592564,0.159629088353592564
35015014,0xed7c120d03ee5e09dd2c6496ad4ba0ae2ee5def779482878bd44a3ef7876e8c2,6,18,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,8266358495496118,0.008266358495496118
35015014,0xed7c120d03ee5e09dd2c6496ad4ba0ae2ee5def779482878bd44a3ef7876e8c2,6,19,0x7c958bd62c1e273c8fcdd863d8b890eece9f56622e545141b2699c8b42688072,USDG,buy-quotron,8266358495496118,0.008266358495496118
35015898,0xf441aa24fd09b23854e36a490f4c7bfd10c0bec0ce1c6599afe20c008d888df6,3,17,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,66123106727928004,0.066123106727928004
35015956,0xa8b58ff6e5a8916ab9fb8f69328f2dc52f5b57192603e4cd21a193ba314db5f5,2,8,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,buy-quotron,380306627382014254,0.380306627382014254
35016236,0xb978a20e47f7635823ecc1f2fc6bc43acb2f99c2c84e4fe07f4e8906eb35fce5,2,3,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,74958592366317445,0.074958592366317445
35016236,0xb978a20e47f7635823ecc1f2fc6bc43acb2f99c2c84e4fe07f4e8906eb35fce5,2,6,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,578430784607730163,0.578430784607730163
35016236,0xb978a20e47f7635823ecc1f2fc6bc43acb2f99c2c84e4fe07f4e8906eb35fce5,2,9,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,347372535631019763,0.347372535631019763
35016254,0xdfb97b62cfe3ec8c28c8ebb6155b5c0fe260b548b0380a8f6f7d9a5d8073ff10,4,20,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,113596139769104562,0.113596139769104562
35016377,0x8160f46edde0b284f7287447d4b7d28701e7a90d182a6a04520dae4688dc0f8e,6,35,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,113464996647242201,0.113464996647242201
35016600,0x739715993601f6e275d79a189e6206971b49c9b11a3046e3f212804e0a205f59,5,31,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,32510856135374023,0.032510856135374023
35016695,0x9997ff6555c92c2c05b9f65996492be1b5fcd85854a5c86634e1bd4bc4d0c397,1,12,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,112839658660074051,0.112839658660074051
35016780,0x6d9c7b506827d09208a820ba5bb384f2e9e0a9cdc3db74733e28a523a4bd8f50,1,16,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,112684036363459049,0.112684036363459049
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,25,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,515496447098233242,0.515496447098233242
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,28,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,485544734487137728,0.485544734487137728
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,36,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,18942622753454485,0.018942622753454485
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,42,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,13112270859101289,0.013112270859101289
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,48,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,4698010942217301,0.004698010942217301
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,57,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,3545047138433036,0.003545047138433036
35016852,0xe2d096b87a1e49808975e3c32935a4e7365349718533b8c0eae0be5a72f4daea,6,66,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,3464701893629794,0.003464701893629794
35016887,0xb5154eee000d883e4e617af8c2f8b3cfe746056005e2ba32505353fd14b327ba,2,17,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,108680626715376280,0.10868062671537628
35016967,0x08a39ae579525d1623e5981d4059b874ec7c4514216ac006c52118fae66d9039,3,40,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,108678155874421555,0.108678155874421555
35017207,0xe086dbde3194147721aacbbaa6858632d9af56875fa8d7db59aa200f7b70750f,10,26,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,988649892283269861,0.988649892283269861
35017207,0xe086dbde3194147721aacbbaa6858632d9af56875fa8d7db59aa200f7b70750f,10,32,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,1040917525196309968,1.040917525196309968
35017207,0xe086dbde3194147721aacbbaa6858632d9af56875fa8d7db59aa200f7b70750f,10,39,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,49770635042684804,0.049770635042684804
35017695,0xf1bcf2fa32a41916bea040eba23c1de0daf56966dee661e708e3b87b034052a6,5,11,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,62914308667790213,0.062914308667790213
35017695,0xf1bcf2fa32a41916bea040eba23c1de0daf56966dee661e708e3b87b034052a6,5,14,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,1168949062529616627,1.168949062529616627
35017695,0xf1bcf2fa32a41916bea040eba23c1de0daf56966dee661e708e3b87b034052a6,5,20,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,1230513881488735771,1.230513881488735771
35018152,0x755314424ef617c3d5d38249a044f72d1caa052c6a4de8f1c0dc19409b5ec37b,2,6,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,1398043443341353119,1.398043443341353119
35018152,0x755314424ef617c3d5d38249a044f72d1caa052c6a4de8f1c0dc19409b5ec37b,2,11,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,75885789968690327,0.075885789968690327
35018152,0x755314424ef617c3d5d38249a044f72d1caa052c6a4de8f1c0dc19409b5ec37b,2,14,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,70668202203798825,0.070668202203798825
35018152,0x755314424ef617c3d5d38249a044f72d1caa052c6a4de8f1c0dc19409b5ec37b,2,18,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,1393813144722570245,1.393813144722570245
35018362,0x65ea9a860cfb4c56d2dc756047566edf45aae0a9e316a01d0c31d04acb7abb74,2,13,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,162636332109414363,0.162636332109414363
35018699,0xc1458bcd3d1972f4f333484b45c950ecedaf2ddef58e7fc8d682f498fd508454,3,12,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,1169627042044302570,1.16962704204430257
35018907,0x7c9bad04c7f573e3a05e6066712853d5da69f14df1634a284ab466e66b7a4a20,7,22,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,51485714168952322,0.051485714168952322
35018907,0x7c9bad04c7f573e3a05e6066712853d5da69f14df1634a284ab466e66b7a4a20,7,25,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,53336761160191631,0.053336761160191631
35018907,0x7c9bad04c7f573e3a05e6066712853d5da69f14df1634a284ab466e66b7a4a20,7,28,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,1439843561514013428,1.439843561514013428
35018907,0x7c9bad04c7f573e3a05e6066712853d5da69f14df1634a284ab466e66b7a4a20,7,33,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,102292334267675679,0.102292334267675679
35018907,0x7c9bad04c7f573e3a05e6066712853d5da69f14df1634a284ab466e66b7a4a20,7,37,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,394090391369153136,0.394090391369153136
35019896,0xfb92b746a4923f1fe356a0a2cacd96d871d2383b861b3cbf4730fbeae5976271,8,61,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,37900595662854443,0.037900595662854443
35019896,0xfb92b746a4923f1fe356a0a2cacd96d871d2383b861b3cbf4730fbeae5976271,8,64,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,227082427254321726,0.227082427254321726
35019896,0xfb92b746a4923f1fe356a0a2cacd96d871d2383b861b3cbf4730fbeae5976271,8,67,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,12598712483757205,0.012598712483757205
35019896,0xfb92b746a4923f1fe356a0a2cacd96d871d2383b861b3cbf4730fbeae5976271,8,70,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,12567714997641178,0.012567714997641178
35019896,0xfb92b746a4923f1fe356a0a2cacd96d871d2383b861b3cbf4730fbeae5976271,8,74,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,212932292714348204,0.212932292714348204
35020524,0x0c6fe24cb6d5d10805208721ea452e62841f2a4209c4975ea3708f2831a41386,23,48,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,24256391037728710,0.02425639103772871
35021147,0x096324084c2cd8a9482e0ebd401c1729d01942a5cd957774d7781ebbe897d4ab,8,24,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,77904126596846227,0.077904126596846227
35023100,0xb26fe8163bf152e744e61b78782b6e60ad74b06a426cece98dd56bbace2504db,3,13,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,1025328166162423872,1.025328166162423872
35028792,0xefaba82d2ab78db51a8f80f280c650b2f83248bec3a3c74a827fc5dcea30f8d5,1,7,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,1030140192143721650,1.03014019214372165
35029873,0x55ed137c47761a45a935c757739fec29ef98988b5d249cdfea97f5d76cb3ffd9,3,15,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,783488148384702235,0.783488148384702235
35032467,0x64c7ec0fd785746ce013ab9aaa8c62342a88b5f6cde82f96c37e028ea38408d1,7,44,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,1797590373075545148,1.797590373075545148
35033147,0xb9c3ae167abd6bf331f1ab426f9f00cb2d18eabb29d135c0c38a6d28272fe13b,10,23,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,174618034358787019,0.174618034358787019
35033147,0xb9c3ae167abd6bf331f1ab426f9f00cb2d18eabb29d135c0c38a6d28272fe13b,10,26,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,52591850255028548,0.052591850255028548
35033147,0xb9c3ae167abd6bf331f1ab426f9f00cb2d18eabb29d135c0c38a6d28272fe13b,10,29,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,sell-quotron,127879163023722186,0.127879163023722186
35033147,0xb9c3ae167abd6bf331f1ab426f9f00cb2d18eabb29d135c0c38a6d28272fe13b,10,32,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,50627475668832260,0.05062747566883226
35033147,0xb9c3ae167abd6bf331f1ab426f9f00cb2d18eabb29d135c0c38a6d28272fe13b,10,36,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,591965843448082771,0.591965843448082771
35033148,0x56f5390e4c25280a4bf39a9d4f28608cbb363e661b35cf3ac946350f196f587c,12,62,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,43812508263184285,0.043812508263184285
35033224,0x617cd60db6d05f7ad5f8f7355680b10c78b1607d2db6d6a81db2f9a07bde0553,6,29,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,240576180948890232,0.240576180948890232
35033224,0x617cd60db6d05f7ad5f8f7355680b10c78b1607d2db6d6a81db2f9a07bde0553,6,34,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,buy-quotron,828651289935066356,0.828651289935066356
35034257,0x9efa818c93370e4a5a4d8a61c1e30e762f4960913d54e654292d07cf64868e81,7,42,0xbc8daf9854280230ad91c55d3a18c2d239a73b3d1dc9824eb0956c754d99e9f1,USDG,sell-quotron,732430853853121543,0.732430853853121543
35034257,0x9efa818c93370e4a5a4d8a61c1e30e762f4960913d54e654292d07cf64868e81,7,45,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,51013250487259226,0.051013250487259226
35034257,0x9efa818c93370e4a5a4d8a61c1e30e762f4960913d54e654292d07cf64868e81,7,49,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,219661267478317056,0.219661267478317056
35034258,0xf2289da5f6f3cb88ccc2e1d08079e78c064b10c2b4a2a7c0137411652c2dd38c,19,72,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,buy-quotron,41754497955711864,0.041754497955711864
35035247,0x53de9cf5403f54dde773c47395d00023887c6769da1b84d38e8e29f11dffcde1,7,14,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,22177898410242403,0.022177898410242403
35035247,0x53de9cf5403f54dde773c47395d00023887c6769da1b84d38e8e29f11dffcde1,7,20,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,13643439867464576,0.013643439867464576
35035247,0x53de9cf5403f54dde773c47395d00023887c6769da1b84d38e8e29f11dffcde1,7,22,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,4865818567750593,0.004865818567750593
