block_number,transaction_hash,transaction_index,log_index,pool_id_or_address,quote_symbol,direction,quotron_amount_wei,quotron_amount
34995331,0x6b6e9c10a18b45d58467222f859e9534eaa6318b524f0670d9a20198b79530e1,5,21,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,sell-quotron,3297348185861982296,3.297348185861982296
34995332,0x6e35e707a113886ebefbaed217205825cd65bad04b81003c22bd7d0ae644ec65,14,12,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,sell-quotron,121126507952212388,0.121126507952212388
34995332,0x6e35e707a113886ebefbaed217205825cd65bad04b81003c22bd7d0ae644ec65,14,15,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,121126507952212388,0.121126507952212388
34995333,0x9c17121b133e97739b1657451e5a0ee2156b5b0f2e4d99791fd46df67404dc0c,12,15,0x12255da5a22c6b07a0a77055d299320611c945426561b5dd7fff93ffb0c843ec,USDG,sell-quotron,49017370757087407,0.049017370757087407
34995333,0x9c17121b133e97739b1657451e5a0ee2156b5b0f2e4d99791fd46df67404dc0c,12,18,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,49017370757087407,0.049017370757087407
34996266,0xb77ec971d2193636ce0607a810ab2528af21bed8226fed60fbddd33aacac3b9e,3,4,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,12998736090732084,0.012998736090732084
34996850,0xcb627fb64fa6b3381e6daf9271509f1d4832a7099b6e3f45a28ad32488543818,10,123,0x70fc6b95bc9647a87705f0b847ea7e55c5304892d547c92ce0bc40c9c6dbab91,ETH,buy-quotron,8373531986448692906,8.373531986448692906
34996850,0xcb627fb64fa6b3381e6daf9271509f1d4832a7099b6e3f45a28ad32488543818,10,142,0x729d3926864156f4ba2d3c00e6278459e4f3065ede667eafd16db7548678356e,ETH,buy-quotron,3544141155595681766,3.544141155595681766
34996850,0xcb627fb64fa6b3381e6daf9271509f1d4832a7099b6e3f45a28ad32488543818,10,153,0x0e18ada400ced8a77b82426983a7cb35804b3919e56a0c5dd1086856fc3acf2f,USDG,buy-quotron,322189766534805560,0.32218976653480556
34996850,0xcb627fb64fa6b3381e6daf9271509f1d4832a7099b6e3f45a28ad32488543818,10,156,0x6598930795838a2dff245ef362d9132963c9e3bce815bd346edead74268d7c5c,USDG,buy-quotron,322238099833115613,0.322238099833115613
